Nombre,Composición por 100g de Porción Comestible,Composition per 100g Edible Portion,P. comestible  por 1g,Edible P. per 1g,Energía kcal,kcal energy,Agua g,g water,Alcohol g,Alcohol g,Proteínas g,g proteins,H. de Carbono g,Carbon H. g,Almidón g,Starch g,Azúcares  sencillos g,Simple sugars g,Azúcares libres g,free sugars g,Fibra vegetal g,Vegetable fiber g,Grasa total g,Total fat g,AGS g,AGS g,AGM g,AGM g,AGP g,AGP g,Colesterol mg,Cholesterol mg,Vitamina A (Eq. de Retinol) µg,Vitamin A (Retinol Eq.) µg,Retinol µg,Retinol µg,Carotenoides (Eq. ß-caroteno)  µg,Carotenoids (Eq. ß-carotene) µg,Vit. D µg,Vit. D µg,Vit. E (Eq. a-tocoferol) mg,Vit. E (Eq. a-tocopherol) mg,Vit. K µg,Vit. K µg,Vitamina B1  mg,Vitamin B1 mg,Vitamina B2  mg,Vitamin B2 mg,Equivalentes de Niacina  mg,Niacin mg equivalents,Vit. B6  mg,Vit. B6mg,Eq. Folato dietético  µg,Eq. Dietary folate µg,Vit. B12  µg,Vit. B12 µg,Pantoténico  mg,Pantothenic mg,Biotina  µg,Biotin µg,Vit. C  mg,Vit. Cmg,Calcio  mg,Calcium mg,Fósforo  mg,Phosphorus mg,Hierro  mg,Iron mg,Iodo  µg,Iodine µg,Cinc  mg,Zinc mg,Magnesio  mg,Magnesium mg,Sodio  mg,Sodium mg,Potasio  mg,Potassium mg,Manganeso  mg,Manganese mg,Cobre  mg,Copper mg,Selenio  µg,Selenium µg
70116,Perca,Perch,1,1,"88,8",88.8,"79,8",79.8,0,0,"18,6",18.6,0,0,0,0,0,0,0,0,0,0,"1,6",1.6,"0,24",0.24,"0,63",0.63,"0,43",0.43,42,42,9,9,9,9,0,0,___,___,"1,3",1.3,___,___,"0,11",0.11,"0,11",0.11,"1,7",1.7,___,___,___,___,1,1,"0,36",0.36,___,___,"0,8",0.8,20,20,198,198,___,___,0,0,"0,48",0.48,20,20,47,47,330,330,___,___,"0,03",0.03,"43,3",43.3
70117,Pescadilla,Whiting,"0,75",0.75,74,74,"82,5",82.5,0,0,"16,7",16.7,0,0,0,0,0,0,0,0,0,0,"0,8",0.8,"0,09",0.09,"0,23",0.23,"0,17",0.17,"56,8",56.8,30,30,30,30,0,0,Tr.,Tr.,"0,5",0.5,"0,02",0.02,"0,09",0.09,"0,06",0.06,"7,3",7.3,"0,22",0.22,"13,7",13.7,1,1,"0,22",0.22,___,___,0,0,"43,4",43.4,190,190,"0,77",0.77,27,27,"0,38",0.38,"27,3",27.3,100,100,270,270,"0,02",0.02,"0,02",0.02,36,36
70118,Platija,Flounder,"0,71",0.71,"85,9",85.9,"80,9",80.9,0,0,"17,2",17.2,0,0,0,0,0,0,0,0,0,0,"1,9",1.9,"1,1",1.1,"0,4",0.4,"0,13",0.13,63,63,10,10,10,10,0,0,Tr.,Tr.,"0,36",0.36,"0,2",0.2,"0,21",0.21,"0,22",0.22,"6,5",6.5,"0,2",0.2,11,11,"1,5",1.5,"0,8",0.8,___,___,"1,5",1.5,61,61,198,198,"0,9",0.9,53,53,"0,53",0.53,22,22,104,104,310,310,"0,03",0.03,42,42,33,33
70119,Rape,Snuff,"0,9",0.9,"65,6",65.6,"84,5",84.5,0,0,"14,9",14.9,0,0,0,0,0,0,0,0,0,0,"0,67",0.67,"0,17",0.17,"0,11",0.11,"0,31",0.31,25,25,12,12,12,12,___,___,Tr.,Tr.,"0,85",0.85,"0,02",0.02,"0,03",0.03,"0,05",0.05,"4,3",4.3,"0,01",0.01,1,1,1,1,"0,15",0.15,___,___,0,0,8,8,330,330,"0,3",0.3,0,0,"0,31",0.31,21,21,109,109,235,235,24,24,97,97,"36,5",36.5
70120,Raya,Stripe,"0,55",0.55,"97,3",97.3,"77,3",77.3,0,0,"20,6",20.6,"0,8",0.8,0,0,"0,8",0.8,0,0,0,0,"1,3",1.3,"0,29",0.29,"0,29",0.29,"0,53",0.53,65,65,27,27,27,27,0,0,Tr.,Tr.,0,0,"0,01",0.01,"0,02",0.02,"0,01",0.01,"5,9",5.9,"0,37",0.37,3,3,6,6,"0,22",0.22,___,___,0,0,38,38,155,155,"0,75",0.75,3,3,"0,98",0.98,30,30,90,90,250,250,"0,02",0.02,"0,01",0.01,"36,5",36.5
70121,Rodaballo,Turbot,"0,48",0.48,"82,1",82.1,"81,6",81.6,0,0,"16,7",16.7,0,0,0,0,0,0,0,0,0,0,"1,7",1.7,"0,53",0.53,"0,39",0.39,"0,56",0.56,25,25,11,11,11,11,___,___,Tr.,Tr.,"0,4",0.4,"0,2",0.2,"0,02",0.02,"0,15",0.15,"5,2",5.2,"0,15",0.15,10,10,2,2,"0,57",0.57,___,___,0,0,17,17,159,159,"0,5",0.5,16,16,"0,4",0.4,45,45,114,114,290,290,37,37,14,14,"36,5",36.5
70122,Rosada,Pink,"0,8",0.8,"70,5",70.5,"81,4",81.4,0,0,"16,5",16.5,0,0,0,0,0,0,0,0,0,0,"0,5",0.5,0,0,"0,07",0.07,"0,17",0.17,65,65,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,112,112,254,254,___,___,___,___,___,___
70201,Anguila,Eel,"0,67",0.67,281,281,"60,5",60.5,0,0,15,15,0,0,0,0,0,0,0,0,0,0,"24,5",24.5,"5,7",5.7,"9,5",9.5,"3,2",3.2,164,164,980,980,980,980,0,0,20,20,"4,1",4.1,"0,02",0.02,"0,18",0.18,"0,32",0.32,"4,6",4.6,"0,28",0.28,13,13,1,1,"0,24",0.24,___,___,"1,8",1.8,17,17,334,334,"0,87",0.87,4,4,2,2,24,24,65,65,259,259,25,25,87,87,30,30
70202,Angula,Eel,1,1,205,205,"68,2",68.2,0,0,"16,3",16.3,0,0,0,0,0,0,0,0,0,0,"15,5",15.5,"3,2",3.2,"9,9",9.9,"1,5",1.5,50,50,1043,1043,1043,1043,0,0,110,110,"5,6",5.6,"0,02",0.02,"0,17",0.17,"0,32",0.32,"8,5",8.5,"0,3",0.3,13,13,1,1,"0,24",0.24,___,___,0,0,30,30,170,170,1,1,10,10,"1,8",1.8,19,19,90,90,270,270,"0,03",0.03,"0,09",0.09,30,30
70203,Arenque,Herring,"0,5",0.5,233,233,64,64,0,0,"18,2",18.2,0,0,0,0,0,0,0,0,0,0,"17,8",17.8,"3,3",3.3,"2,9",2.9,"3,1",3.1,77,77,38,38,38,38,0,0,27,27,"1,5",1.5,"0,02",0.02,"0,04",0.04,"0,22",0.22,"7,1",7.1,"0,45",0.45,5,5,"8,5",8.5,"0,94",0.94,"4,5",4.5,0,0,34,34,250,250,"1,1",1.1,20,20,"0,58",0.58,31,31,117,117,360,360,35,35,"0,12",0.12,43,43
70204,Atún,Tuna,"0,58",0.58,226,226,63,63,0,0,"21,5",21.5,0,0,0,0,0,0,0,0,0,0,"15,5",15.5,"4,1",4.1,"3,4",3.4,"4,4",4.4,48,48,655,655,655,655,0,0,"4,5",4.5,1,1,"0,03",0.03,"0,16",0.16,"0,16",0.16,"17,1",17.1,"0,46",0.46,15,15,"4,3",4.3,"0,66",0.66,___,___,0,0,40,40,200,200,1,1,50,50,"0,5",0.5,28,28,43,43,363,363,"0,03",0.03,51,51,82,82
70205,Bonito,Pretty,"0,9",0.9,153,153,"69,3",69.3,0,0,"24,7",24.7,0,0,0,0,0,0,0,0,0,0,6,6,"1,5",1.5,"1,2",1.2,"2,6",2.6,45,45,16,16,16,16,___,___,5,5,"0,9",0.9,"0,04",0.04,"0,22",0.22,"0,12",0.12,"17,8",17.8,"0,4",0.4,15,15,3,3,"0,66",0.66,___,___,0,0,8,8,204,204,"1,3",1.3,10,10,"0,7",0.7,23,23,39,39,330,330,"0,03",0.03,"0,05",0.05,82,82
70206,Boquerón,Anchovy,"0,79",0.79,142,142,72,72,0,0,"21,5",21.5,"0,5",0.5,0,0,"0,5",0.5,0,0,0,0,6,6,"2,3",23,"0,81",0.81,"2,3",23,69,69,"31,9",31.9,"31,9",31.9,0,0,7,7,"0,02",0.02,"0,09",0.09,"0,07",0.07,"0,27",0.27,"11,6",11.6,"1,1",1.1,"8,7",8.7,"1,9",1.9,"0,64",0.64,___,___,0,0,"28,2",28.2,182,182,1,1,20,20,"0,46",0.46,28,28,116,116,331,331,"0,07",0.07,"0,21",0.21,"36,5",36.5
70207,Caballa,Mackerel,"0,71",0.71,182,182,"69,4",69.4,0,0,"18,7",18.7,0,0,0,0,0,0,0,0,0,0,"11,9",11.9,"3,4",3.4,"2,4",2.4,"2,5",2.5,76,76,100,100,100,100,0,0,4,4,"1,3",1.3,5,5,"0,13",0.13,"0,36",0.36,"12,5",12.5,"0,63",0.63,"1,2",1.2,9,9,"0,4",0.4,"4,3",4.3,0,0,12,12,244,244,"1,2",1.2,51,51,"0,52",0.52,30,30,84,84,386,386,31,31,"0,11",0.11,39,39
70208,Carpa,Large tent,"0,54",0.54,114,114,"77,3",77.3,0,0,18,18,0,0,0,0,0,0,0,0,0,0,"4,7",4.7,"0,9",0.9,"1,6",1.6,"0,8",0.8,67,67,44,44,44,44,0,0,"0,01",0.01,"0,63",0.63,"0,02",0.02,"0,06",0.06,"0,05",0.05,"5,5",5.5,"0,15",0.15,6,6,2,2,"0,75",0.75,___,___,1,1,63,63,247,247,"0,7",0.7,"1,7",1.7,"0,9",0.9,51,51,30,30,387,387,"0,55",0.55,87,87,"12,6",12.6
70209,Congrio,Conger,"0,75",0.75,123,123,75,75,0,0,19,19,"1,4",1.4,0,0,"1,4",1.4,0,0,0,0,"4,6",4.6,"0,9",0.9,"1,5",1.5,"0,6",0.6,40,40,1043,1043,500,500,0,0,22,22,"4,1",4.1,"0,03",0.03,"0,17",0.17,"0,37",0.37,"5,5",5.5,"0,28",0.28,13,13,1,1,"0,24",0.24,___,___,0,0,30,30,202,202,"0,7",0.7,4,4,2,2,30,30,50,50,340,340,"0,03",0.03,"0,09",0.09,30,30
70210,Jurel,Mackerel,"0,71",0.71,118,118,"75,6",75.6,0,0,"19,8",19.8,"0,8",0.8,0,0,"0,8",0.8,0,0,0,0,"3,9",3.9,"0,79",0.79,"0,69",0.69,"0,51",0.51,79,79,12,12,12,12,0,0,16,16,"2,6",2.6,"0,02",0.02,"0,14",0.14,"0,14",0.14,9,9,"0,63",0.63,"1,2",1.2,6,6,"0,4",0.4,___,___,0,0,65,65,239,239,1,1,48,48,"0,29",0.29,31,31,64,64,360,360,"0,09",0.09,57,57,47,47
70211,Palometa,Palometa,"0,6",0.6,125,125,75,75,0,0,20,20,0,0,0,0,0,0,0,0,0,0,5,5,"0,7",0.7,"0,3",0.3,"0,8",0.8,79,79,36,36,36,36,0,0,16,16,"2,6",2.6,"0,02",0.02,"0,05",0.05,"0,08",0.08,9,9,"0,63",0.63,"1,2",1.2,10,10,"0,4",0.4,___,___,0,0,25,25,250,250,"0,7",0.7,48,48,"0,5",0.5,28,28,110,110,430,430,"0,09",0.09,"0,04",0.04,45,45
70212,Pescaditos,Little fish,1,1,"79,8",79.8,"83,8",83.8,0,0,"11,4",11.4,"1,8",1.8,0,0,"1,8",1.8,0,0,0,0,3,3,"1,2",1.2,"0,4",0.4,"1,2",1.2,"34,5",34.5,28,28,28,28,0,0,8,8,"0,02",0.02,"0,02",0.02,"0,06",0.06,"0,3",0.3,"8,3",8.3,"1,1",1.1,"8,7",8.7,"1,9",1.9,"0,61",0.61,___,___,0,0,80,80,182,182,1,1,20,20,"0,6",0.6,56,56,117,117,325,325,"0,07",0.07,"0,21",0.21,"36,5",36.5
70213,Pez espada,Swordfish,"0,94",0.94,117,117,"76,2",76.2,0,0,"19,4",19.4,0,0,0,0,0,0,0,0,0,0,"4,4",4.4,"1,2",1.2,"1,7",1.7,"1,2",1.2,39,39,20,20,20,20,0,0,"7,2",7.2,1,1,"0,02",0.02,"0,05",0.05,"0,08",0.08,"11,9",11.9,"0,51",0.51,2,2,5,5,"0,41",0.41,___,___,1,1,10,10,506,506,"0,5",0.5,2,2,"0,7",0.7,27,27,102,102,342,342,19,19,"0,12",0.12,"48,1",48.1
70214,Salmon,Salmon,"0,79",0.79,191,191,"67,3",67.3,0,0,"20,6",20.6,0,0,0,0,0,0,0,0,0,0,"12,1",12.1,"2,1",2.1,"3,7",3.7,"3,3",3.3,"48,1",48.1,"13,3",13.3,"13,3",13.3,0,0,"9,9",9.9,2,2,"0,4",0.4,"0,2",0.2,"0,15",0.15,"13,2",13.2,"0,73",0.73,"22,5",22.5,"3,9",3.9,1,1,"7,4",7.4,0,0,"20,5",20.5,253,253,"0,84",0.84,"28,3",28.3,"0,72",0.72,"25,8",25.8,59,59,336,336,14,14,"0,13",0.13,29,29
70215,Salmonete,Red mullet,"0,74",0.74,109,109,"77,5",77.5,0,0,"18,7",18.7,0,0,0,0,0,0,0,0,0,0,"3,8",3.8,"0,9",0.9,"0,88",0.88,"1,4",1.4,70,70,9,9,9,9,0,0,"0,8",0.8,"0,51",0.51,"0,3",0.3,"0,08",0.08,"0,07",0.07,"4,2",4.2,"0,42",0.42,11,11,2,2,"0,46",0.46,___,___,0,0,66,66,220,220,"0,3",0.3,190,190,"0,3",0.3,30,30,91,91,340,340,"0,01",0.01,"0,13",0.13,29,29
70216,Sardina,Sardine,"0,68",0.68,157,157,"72,6",72.6,0,0,18,18,0,0,0,0,0,0,0,0,0,0,"9,4",9.4,"2,6",2.6,"2,9",2.9,"2,9",2.9,"79,8",79.8,"62,9",62.9,"62,9",62.9,0,0,"7,9",7.9,"1,6",1.6,"0,09",0.09,"0,02",0.02,"0,25",0.25,"9,6",9.6,"0,96",0.96,"8,7",8.7,"28,4",28.4,"0,81",0.81,___,___,0,0,"50,4",50.4,270,270,"2,2",2.2,"28,9",28.9,"0,89",0.89,"25,1",25.1,120,120,360,360,"0,11",0.11,"0,17",0.17,60,60
70217,Sargo,Sargo,"0,54",0.54,104,104,"79,6",79.6,0,0,15,15,1,1,0,0,1,1,0,0,0,0,"4,4",4.4,"0,57",0.57,"0,85",0.85,"2,5",2.5,70,70,48,48,48,48,0,0,Tr.,Tr.,"0,4",0.4,"0,02",0.02,"0,06",0.06,"0,08",0.08,6,6,"0,19",0.19,5,5,"2,9",2.9,"0,15",0.15,___,___,0,0,30,30,264,264,1,1,7,7,"0,5",0.5,30,30,77,77,350,350,"0,09",0.09,"0,04",0.04,45,45
70218,Trucha,Trout,"0,52",0.52,136,136,"74,6",74.6,0,0,"18,8",18.8,0,0,0,0,0,0,0,0,0,0,"6,7",6.7,"1,7",1.7,2,2,"2,2",2.2,"67,2",67.2,"34,5",34.5,"34,5",34.5,0,0,2,2,"1,5",1.5,"0,3",0.3,"0,07",0.07,"0,07",0.07,"8,5",8.5,"0,43",0.43,"9,4",9.4,"5,2",5.2,"1,7",1.7,"4,5",4.5,0,0,108,108,260,260,"1,2",1.2,"11,4",11.4,"1,4",1.4,"29,5",29.5,56,56,480,480,15,15,"0,15",0.15,25,25
70301,Merluza congelada,frozen hake,"0,83",0.83,"81,2",81.2,"82,2",82.2,0,0,"15,8",15.8,0,0,0,0,0,0,0,0,0,0,2,2,"0,5",0.5,"0,4",0.4,"1,1",1.1,60,60,17,17,17,17,___,___,Tr.,Tr.,"0,42",0.42,"0,01",0.01,"0,05",0.05,"0,12",0.12,"1,2",1.2,"0,16",0.16,14,14,1,1,"0,22",0.22,___,___,0,0,25,25,190,190,"0,8",0.8,27,27,"0,3",0.3,19,19,100,100,270,270,"0,02",0.02,"0,02",0.02,36,36
70302,Pescadilla congelada,frozen whiting,"0,75",0.75,"54,6",54.6,"87,4",87.4,0,0,"11,8",11.8,0,0,0,0,0,0,0,0,0,0,"0,82",0.82,"0,2",0.2,"0,3",0.3,"0,3",0.3,19,19,30,30,30,30,0,0,Tr.,Tr.,"0,36",0.36,"0,02",0.02,"0,09",0.09,"0,07",0.07,"1,2",1.2,"0,1",0.1,15,15,"0,97",0.97,"0,22",0.22,___,___,1,1,47,47,190,190,"0,8",0.8,27,27,1,1,30,30,100,100,270,270,"0,02",0.02,"0,02",0.02,36,36
70401,Anchoa en aceite,anchovy in oil,1,1,253,253,"55,8",55.8,0,0,"28,6",28.6,"0,37",0.37,0,0,"0,37",0.37,0,0,0,0,"15,2",15.2,"2,8",2.8,"2,8",2.8,"8,3",8.3,"70,6",70.6,"67,4",67.4,"67,4",67.4,0,0,"11,8",11.8,"0,98",0.98,"0,04",0.04,"0,06",0.06,"0,21",0.21,"9,1",9.1,"0,19",0.19,"18,5",18.5,"3,4",3.4,"0,9",0.9,___,___,0,0,273,273,300,300,"4,2",4.2,"18,8",18.8,"3,4",3.4,"54,8",54.8,4348,4348,230,230,"0,18",0.18,"0,17",0.17,"68,1",68.1
70402,Atún al natural,Natural tuna,1,1,"99,4",99.4,"75,9",75.9,0,0,"23,5",23.5,0,0,0,0,0,0,0,0,0,0,"0,6",0.6,"0,2",0.2,"0,1",0.1,"0,2",0.2,51,51,17,17,17,17,0,0,4,4,"0,55",0.55,"0,03",0.03,"0,02",0.02,"0,11",0.11,"18,8",18.8,"0,47",0.47,7,7,4,4,"0,21",0.21,___,___,0,0,28,28,170,170,1,1,13,13,"0,7",0.7,27,27,320,320,230,230,11,11,51,51,"80,4",80.4
70403,Atún en aceite,Tuna in oil,1,1,208,208,"60,8",60.8,0,0,"24,8",24.8,0,0,0,0,0,0,0,0,0,0,"12,1",12.1,"1,8",1.8,"3,6",3.6,"5,6",5.6,"39,8",39.8,"62,2",62.2,"62,2",62.2,0,0,"4,9",4.9,"6,3",6.3,"0,04",0.04,"0,1",0.1,"0,1",0.1,"18,2",18.2,"0,42",0.42,"16,8",16.8,5,5,"0,22",0.22,"2,1",2.1,0,0,"27,7",27.7,200,200,"1,2",1.2,"34,2",34.2,"0,3",0.3,"28,2",28.2,360,360,248,248,16,16,"0,23",0.23,90,90
70404,Atún en escabeche,Pickled tuna,1,1,"99,4",99.4,"75,9",75.9,0,0,"23,5",23.5,0,0,0,0,0,0,0,0,0,0,"0,6",0.6,"0,23",0.23,"0,1",0.1,"0,21",0.21,51,51,65,65,65,65,0,0,4,4,"0,55",0.55,"0,03",0.03,"0,02",0.02,"0,11",0.11,"18,8",18.8,"0,47",0.47,16,16,"4,3",4.3,"0,3",0.3,2,2,0,0,8,8,170,170,1,1,13,13,"0,7",0.7,27,27,562,562,230,230,"0,01",0.01,"0,05",0.05,78,78
70405,Bonito en aceite,Bonito in oil,1,1,203,203,"63,6",63.6,0,0,"24,9",24.9,0,0,0,0,0,0,0,0,0,0,"11,5",11.5,"1,8",1.8,"3,1",3.1,"5,4",5.4,"46,7",46.7,26,26,26,26,0,0,"3,1",3.1,"7,2",7.2,"0,04",0.04,"0,05",0.05,"0,11",0.11,"17,8",17.8,"0,42",0.42,"15,5",15.5,5,5,"0,33",0.33,___,___,0,0,8,8,200,200,1,1,37,37,"1,1",1.1,29,29,400,400,230,230,"0,02",0.02,"0,05",0.05,82,82
70406,Bonito en aceite de soja,Bonito in soybean oil,1,1,207,207,"59,1",59.1,0,0,"32,2",32.2,0,0,0,0,0,0,0,0,0,0,"8,7",8.7,"1,8",1.8,"1,8",1.8,"4,2",4.2,33,33,18,18,18,18,___,___,"3,1",3.1,"7,2",7.2,"0,04",0.04,"0,1",0.1,"0,1",0.1,"17,8",17.8,"0,52",0.52,15,15,5,5,"0,33",0.33,___,___,0,0,10,10,200,200,"1,2",1.2,37,37,"1,1",1.1,33,33,347,347,267,267,"0,02",0.02,"0,05",0.05,82,82
70407,Caballa en aceite,Mackerel in oil,1,1,217,217,"63,1",63.1,0,0,"22,5",22.5,"0,6",0.6,0,0,"0,6",0.6,0,0,0,0,"13,8",13.8,"2,3",23,"5,9",5.9,"3,4",3.4,"66,9",66.9,125,125,125,125,0,0,"2,9",2.9,"1,5",1.5,5,5,"0,12",0.12,"0,15",0.15,"17,1",17.1,"0,06",0.06,1,1,"9,8",9.8,"0,05",0.05,___,___,"0,09",0.09,"17,2",17.2,272,272,1,1,"5,6",5.6,"0,51",0.51,"28,9",28.9,472,472,278,278,"0,03",0.03,"0,11",0.11,39,39
70408,Melva en aceite de oliva,Melva in olive oil,1,1,184,184,"63,2",63.2,0,0,"27,5",27.5,2,2,___,___,___,___,0,0,0,0,"7,3",7.3,"1,1",1.1,"5,5",5.5,"0,65",0.65,40,40,5,5,5,5,0,0,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,___,"0,35",0.35,___,___,___,___,___,___,___,___
70409,Sardina con salsa de tomate,Sardine with tomato sauce,1,1,174,174,"68,4",68.4,0,0,"13,8",13.8,"1,9",1.9,0,0,"1,9",1.9,"1,9",1.9,0,0,"12,3",12.3,"3,3",3.3,"3,9",3.9,"3,8",3.8,"78,5",78.5,"13,2",13.2,"4,7",4.7,"50,8",50.8,"7,5",7.5,"0,52",0.52,"0,06",0.06,"0,02",0.02,"0,2",0.2,"5,1",5.1,"1,6",1.6,13,13,26,26,"0,73",0.73,5,5,"0,29",0.29,344,344,380,380,"2,6",2.6,"17,9",17.9,"1,8",1.8,"39,2",39.2,468,468,376,376,"0,24",0.24,"0,23",0.23,37,37
70410,Sardina en aceite,sardine in oil,1,1,218,218,"58,9",58.9,0,0,"23,9",23.9,0,0,0,0,0,0,0,0,0,0,"13,6",13.6,"2,8",2.8,"4,7",4.7,"4,9",4.9,65,65,49,49,49,49,0,0,"8,2",8.2,"0,3",0.3,"0,04",0.04,"0,04",0.04,"0,31",0.31,"12,6",12.6,"0,47",0.47,"8,7",8.7,"29,6",29.6,"0,5",0.5,5,5,0,0,314,314,430,430,"2,9",2.9,"33,4",33.4,"2,8",2.8,"49,3",49.3,418,418,388,388,"0,11",0.11,"0,19",0.19,50,50
70411,Sardina en escabeche,Pickled sardine,1,1,131,131,"76,7",76.7,0,0,15,15,"0,8",0.8,0,0,"0,8",0.8,0,0,0,0,"7,5",7.5,"2,6",2.6,"1,8",1.8,"2,3",23,100,100,32,32,32,32,0,0,7,7,"1,6",1.6,"0,03",0.03,"0,11",0.11,"0,34",0.34,"5,9",5.9,"0,96",0.96,7,7,26,26,"0,81",0.81,___,___,0,0,30,30,270,270,"0,9",0.9,10,10,"0,4",0.4,26,26,446,446,260,260,"0,11",0.11,"0,17",0.17,60,60
70412,Sardinilla en aceite,Sardines in oil,1,1,218,218,"58,9",58.9,0,0,"23,9",23.9,0,0,0,0,0,0,0,0,0,0,"13,6",13.6,"2,8",2.8,"4,7",4.7,"4,9",4.9,65,65,49,49,49,49,0,0,"8,2",8.2,"0,3",0.3,"0,04",0.04,"0,04",0.04,"0,31",0.31,"12,6",12.6,"0,47",0.47,"8,7",8.7,"29,6",29.6,"0,5",0.5,5,5,0,0,314,314,430,430,"2,9",2.9,"33,4",33.4,"2,8",2.8,"49,3",49.3,480,480,388,388,"0,11",0.11,"0,19",0.19,50,50
70501,Salmon ahumado,Smoked salmon,1,1,140,140,"67,7",67.7,0,0,"25,4",25.4,0,0,0,0,0,0,0,0,0,0,"4,3",4.3,"0,8",0.8,"1,8",1.8,"1,4",1.4,35,35,26,26,26,26,0,0,19,19,"1,7",1.7,"0,3",0.3,"0,16",0.16,"0,17",0.17,"13,7",13.7,"0,28",0.28,2,2,3,3,"0,8",0.8,___,___,0,0,19,19,250,250,"0,6",0.6,28,28,"0,4",0.4,32,32,1008,1008,420,420,17,17,"0,2",0.2,"32,4",32.4
70601,Almeja,Clam,"0,25",0.25,"76,6",76.6,"82,1",82.1,0,0,"15,4",15.4,"1,5",1.5,0,0,"1,5",1.5,0,0,0,0,1,1,"0,3",0.3,"0,2",0.2,"0,2",0.2,34,34,90,90,90,90,0,0,Tr.,Tr.,"0,4",0.4,"0,1",0.1,"0,03",0.03,"0,21",0.21,"4,2",4.2,"0,14",0.14,16,16,Tr.,Tr.,"0,36",0.36,___,___,0,0,46,46,169,169,14,14,27,27,"1,2",1.2,51,51,56,56,314,314,"0,5",0.5,"0,34",0.34,"24,3",24.3
70602,Berberecho,Cockle,"0,2",0.2,"82,6",82.6,"80,6",80.6,0,0,"16,9",16.9,"1,5",1.5,0,0,"1,5",1.5,0,0,0,0,1,1,"0,3",0.3,"0,2",0.2,"0,2",0.2,34,34,___,___,___,___,___,___,Tr.,Tr.,"0,4",0.4,"0,1",0.1,"0,03",0.03,"0,08",0.08,"4,2",4.2,"0,1",0.1,17,17,Tr.,Tr.,"0,36",0.36,___,___,0,0,46,46,169,169,14,14,27,27,"1,2",1.2,51,51,56,56,314,314,"0,5",0.5,"0,34",0.34,"24,3",24.3
70603,Bogavante,Lobster,"0,3",0.3,"83,5",83.5,"79,4",79.4,0,0,"15,9",15.9,"0,7",0.7,0,0,"0,7",0.7,0,0,0,0,"1,9",1.9,"0,24",0.24,"0,45",0.45,"0,68",0.68,89,89,1,1,1,1,0,0,Tr.,Tr.,"1,5",1.5,"0,04",0.04,"0,13",0.13,88,88,"3,4",3.4,"0,06",0.06,16,16,"0,95",0.95,"2,4",2.4,"4,5",4.5,3,3,61,61,234,234,1,1,100,100,"1,6",1.6,24,24,270,270,220,220,34,34,"0,7",0.7,130,130
70604,Calamar,Squid,"0,7",0.7,"80,6",80.6,"81,7",81.7,0,0,"16,3",16.3,"0,7",0.7,0,0,"0,7",0.7,0,0,0,0,"1,4",1.4,"0,41",0.41,"0,1",0.1,"0,5",0.5,168,168,77,77,77,77,0,0,Tr.,Tr.,"2,7",2.7,"0,07",0.07,"0,07",0.07,"0,15",0.15,7,7,"0,03",0.03,"5,1",5.1,"1,3",1.3,"0,5",0.5,___,___,0,0,144,144,190,190,"0,32",0.32,64,64,"1,1",1.1,"37,8",37.8,110,110,280,280,35,35,"0,59",0.59,"44,8",44.8
70605,Cangrejo y similares,Crab and similar,"0,44",0.44,124,124,"75,4",75.4,0,0,"19,5",19.5,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,"5,1",5.1,"0,69",0.69,"1,1",1.1,"2,2",2.2,100,100,31,31,31,31,___,___,Tr.,Tr.,"2,3",23,"0,04",0.04,"0,1",0.1,"0,15",0.15,"6,3",6.3,"0,3",0.3,20,20,Tr.,Tr.,"0,35",0.35,___,___,0,0,30,30,160,160,"1,3",1.3,40,40,"3,8",3.8,48,48,370,370,270,270,"0,15",0.15,"0,66",0.66,"37,4",37.4
70606,Centollo,spider crab,"0,44",0.44,127,127,"74,7",74.7,0,0,"20,1",20.1,Tr.,Tr.,0,0,Tr.,Tr.,0,0,0,0,"5,2",5.2,"0,71",0.71,"1,2",1.2,"2,2",2.2,100,100,52,52,52,52,___,___,Tr.,Tr.,"2,3",23,"0,05",0.05,"0,1",0.1,"0,15",0.15,"6,1",6.1,"0,35",0.35,20,20,Tr.,Tr.,"0,35",0.35,___,___,0,0,29,29,160,160,"1,3",1.3,40,40,"5,5",5.5,48,48,370,370,270,270,"0,15",0.15,"0,66",0.66,"37,4",37.4
70607,Chipirón,Squid,"0,7",0.7,"80,6",80.6,"81,7",81.7,0,0,"16,3",16.3,"0,7",0.7,___,___,0,0,0,0,0,0,"1,4",1.4,"0,41",0.41,"0,1",0.1,"0,5",0.5,168,168,77,77,10,10,0,0,Tr.,Tr.,"2,7",2.7,___,___,"0,07",0.07,"0,15",0.15,7,7,"0,03",0.03,___,___,"1,3",1.3,___,___,___,___,0,0,144,144,190,190,"0,32",0.32,64,64,"1,1",1.1,"37,8",37.8,110,110,280,280,___,___,___,___,"44,8",44.8
