Area,Item,Unit,Value,Sentence
Mexico,Margarine and shortening,t,626319.0,The production of Margarine and shortening in Mexico is 626319.0 t per year
Mexico,"Meat of cattle with the bone, fresh or chilled",t,2175576.61,"The production of Meat of cattle with the bone, fresh or chilled in Mexico is 2175576.61 t per year"
Mexico,"Meat of chickens, fresh or chilled",t,3781735.28,"The production of Meat of chickens, fresh or chilled in Mexico is 3781735.28 t per year"
Mexico,"Meat of ducks, fresh or chilled",t,17500.0,"The production of Meat of ducks, fresh or chilled in Mexico is 17500.0 t per year"
Mexico,"Meat of goat, fresh or chilled",t,40825.57,"The production of Meat of goat, fresh or chilled in Mexico is 40825.57 t per year"
Mexico,"Meat of pig with the bone, fresh or chilled",t,1730051.37,"The production of Meat of pig with the bone, fresh or chilled in Mexico is 1730051.37 t per year"
Mexico,"Meat of rabbits and hares, fresh or chilled",t,4515.64,"The production of Meat of rabbits and hares, fresh or chilled in Mexico is 4515.64 t per year"
Mexico,"Meat of sheep, fresh or chilled",t,67248.79,"The production of Meat of sheep, fresh or chilled in Mexico is 67248.79 t per year"
Mexico,"Meat of turkeys, fresh or chilled",t,18216.33,"The production of Meat of turkeys, fresh or chilled in Mexico is 18216.33 t per year"
Mexico,Melonseed,t,9.59,The production of Melonseed in Mexico is 9.59 t per year
Mexico,Millet,t,271.8,The production of Millet in Mexico is 271.8 t per year
Mexico,Molasses,t,2050000.0,The production of Molasses in Mexico is 2050000.0 t per year
Mexico,Mustard seed,t,0.0,The production of Mustard seed in Mexico is 0.0 t per year
Mexico,Natural honey,t,64320.37,The production of Natural honey in Mexico is 64320.37 t per year
Mexico,Natural rubber in primary forms,t,101887.9,The production of Natural rubber in primary forms in Mexico is 101887.9 t per year
Mexico,Oats,t,104825.51,The production of Oats in Mexico is 104825.51 t per year
Mexico,Oil of linseed,t,1400.0,The production of Oil of linseed in Mexico is 1400.0 t per year
Mexico,Oil of maize,t,34217.0,The production of Oil of maize in Mexico is 34217.0 t per year
Mexico,Oil of palm kernel,t,37400.0,The production of Oil of palm kernel in Mexico is 37400.0 t per year
Mexico,Oil of sesame seed,t,25900.0,The production of Oil of sesame seed in Mexico is 25900.0 t per year
Mexico,Oil palm fruit,t,1619026.88,The production of Oil palm fruit in Mexico is 1619026.88 t per year
Mexico,Okra,t,39409.86,The production of Okra in Mexico is 39409.86 t per year
Mexico,Olive oil,t,735.03,The production of Olive oil in Mexico is 735.03 t per year
Mexico,Olives,t,34162.53,The production of Olives in Mexico is 34162.53 t per year
Mexico,"Onions and shallots, dry (excluding dehydrated)",t,1509160.75,"The production of Onions and shallots, dry (excluding dehydrated) in Mexico is 1509160.75 t per year"
Mexico,"Onions and shallots, green",t,98936.74,"The production of Onions and shallots, green in Mexico is 98936.74 t per year"
Mexico,Oranges,t,4850083.04,The production of Oranges in Mexico is 4850083.04 t per year
Mexico,"Other beans, green",t,105197.01,"The production of Other beans, green in Mexico is 105197.01 t per year"
Mexico,Other berries and fruits of the genus vaccinium n.e.c.,t,222623.05,The production of Other berries and fruits of the genus vaccinium n.e.c. in Mexico is 222623.05 t per year
Mexico,"Other citrus fruit, n.e.c.",t,361086.68,"The production of Other citrus fruit, n.e.c. in Mexico is 361086.68 t per year"
Mexico,"Other fruits, n.e.c.",t,521759.02,"The production of Other fruits, n.e.c. in Mexico is 521759.02 t per year"
Mexico,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",t,124096.46,"The production of Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c. in Mexico is 124096.46 t per year"
Mexico,Other pulses n.e.c.,t,606.38,The production of Other pulses n.e.c. in Mexico is 606.38 t per year
Mexico,"Other stimulant, spice and aromatic crops, n.e.c.",t,7226.44,"The production of Other stimulant, spice and aromatic crops, n.e.c. in Mexico is 7226.44 t per year"
Mexico,"Other tropical fruits, n.e.c.",t,471551.17,"The production of Other tropical fruits, n.e.c. in Mexico is 471551.17 t per year"
Mexico,"Other vegetables, fresh n.e.c.",t,831980.19,"The production of Other vegetables, fresh n.e.c. in Mexico is 831980.19 t per year"
Mexico,Palm kernels,t,99000.0,The production of Palm kernels in Mexico is 99000.0 t per year
Mexico,Palm oil,t,305000.0,The production of Palm oil in Mexico is 305000.0 t per year
Mexico,Papayas,t,1139121.11,The production of Papayas in Mexico is 1139121.11 t per year
Mexico,Peaches and nectarines,t,238042.37,The production of Peaches and nectarines in Mexico is 238042.37 t per year
Mexico,Pears,t,26379.69,The production of Pears in Mexico is 26379.69 t per year
Mexico,"Peas, dry",t,2432.5,"The production of Peas, dry in Mexico is 2432.5 t per year"
Mexico,"Peas, green",t,73539.44,"The production of Peas, green in Mexico is 73539.44 t per year"
Mexico,"Pepper (Piper spp.), raw",t,10814.75,"The production of Pepper (Piper spp.), raw in Mexico is 10814.75 t per year"
Mexico,"Peppermint, spearmint",t,1173.38,"The production of Peppermint, spearmint in Mexico is 1173.38 t per year"
Mexico,Persimmons,t,233.8,The production of Persimmons in Mexico is 233.8 t per year
Mexico,"Pig fat, rendered",t,114740.71,"The production of Pig fat, rendered in Mexico is 114740.71 t per year"
Mexico,Pineapples,t,1247592.74,The production of Pineapples in Mexico is 1247592.74 t per year
Mexico,"Pistachios, in shell",t,108.0,"The production of Pistachios, in shell in Mexico is 108.0 t per year"
Mexico,Plums and sloes,t,88162.96,The production of Plums and sloes in Mexico is 88162.96 t per year
Mexico,Pomelos and grapefruits,t,489100.97,The production of Pomelos and grapefruits in Mexico is 489100.97 t per year
Mexico,Potatoes,t,1870128.98,The production of Potatoes in Mexico is 1870128.98 t per year
Mexico,"Pumpkins, squash and gourds",t,729200.93,"The production of Pumpkins, squash and gourds in Mexico is 729200.93 t per year"
Mexico,Quinces,t,5734.79,The production of Quinces in Mexico is 5734.79 t per year
Mexico,Rape or colza seed,t,2000.0,The production of Rape or colza seed in Mexico is 2000.0 t per year
Mexico,"Rapeseed or canola oil, crude",t,537000.0,"The production of Rapeseed or canola oil, crude in Mexico is 537000.0 t per year"
Mexico,Raspberries,t,173741.71,The production of Raspberries in Mexico is 173741.71 t per year
Mexico,Raw cane or beet sugar (centrifugal only),t,6240308.0,The production of Raw cane or beet sugar (centrifugal only) in Mexico is 6240308.0 t per year
Mexico,Raw hides and skins of cattle,t,269932.65,The production of Raw hides and skins of cattle in Mexico is 269932.65 t per year
Mexico,Raw hides and skins of goats or kids,t,8165.11,The production of Raw hides and skins of goats or kids in Mexico is 8165.11 t per year
Mexico,Raw hides and skins of sheep or lambs,t,11656.46,The production of Raw hides and skins of sheep or lambs in Mexico is 11656.46 t per year
Mexico,Raw milk of cattle,t,13497999.0,The production of Raw milk of cattle in Mexico is 13497999.0 t per year
Mexico,Raw milk of goats,t,173673.0,The production of Raw milk of goats in Mexico is 173673.0 t per year
Mexico,Raw milk of sheep,t,56756.45,The production of Raw milk of sheep in Mexico is 56756.45 t per year
Mexico,Rice,t,246988.64,The production of Rice in Mexico is 246988.64 t per year
Mexico,Rye,t,14.7,The production of Rye in Mexico is 14.7 t per year
Mexico,Safflower seed,t,69299.18,The production of Safflower seed in Mexico is 69299.18 t per year
Mexico,"Safflower-seed oil, crude",t,10162.56,"The production of Safflower-seed oil, crude in Mexico is 10162.56 t per year"
Mexico,"Seed cotton, unginned",t,871954.55,"The production of Seed cotton, unginned in Mexico is 871954.55 t per year"
Mexico,Sesame seed,t,56313.56,The production of Sesame seed in Mexico is 56313.56 t per year
Mexico,"Sheep fat, unrendered",t,2391.07,"The production of Sheep fat, unrendered in Mexico is 2391.07 t per year"
Mexico,"Shorn wool, greasy, including fleece-washed shorn wool",t,3786.0,"The production of Shorn wool, greasy, including fleece-washed shorn wool in Mexico is 3786.0 t per year"
Mexico,"Sisal, raw",t,10524.36,"The production of Sisal, raw in Mexico is 10524.36 t per year"
Mexico,Skim milk and whey powder,t,6221.89,The production of Skim milk and whey powder in Mexico is 6221.89 t per year
Mexico,Skim milk of cows,t,487776.0,The production of Skim milk of cows in Mexico is 487776.0 t per year
Mexico,Sorghum,t,4754169.1,The production of Sorghum in Mexico is 4754169.1 t per year
Mexico,Soya bean oil,t,956799.0,The production of Soya bean oil in Mexico is 956799.0 t per year
Mexico,Soya beans,t,241370.86,The production of Soya beans in Mexico is 241370.86 t per year
Mexico,Spinach,t,50654.88,The production of Spinach in Mexico is 50654.88 t per year
Mexico,Strawberries,t,568271.93,The production of Strawberries in Mexico is 568271.93 t per year
Mexico,String beans,t,125019.83,The production of String beans in Mexico is 125019.83 t per year
Mexico,Sugar beet,t,877.31,The production of Sugar beet in Mexico is 877.31 t per year
Mexico,Sugar cane,t,55279458.98,The production of Sugar cane in Mexico is 55279458.98 t per year
Mexico,Sunflower seed,t,8908.71,The production of Sunflower seed in Mexico is 8908.71 t per year
Mexico,"Sunflower-seed oil, crude",t,11000.0,"The production of Sunflower-seed oil, crude in Mexico is 11000.0 t per year"
Mexico,Sweet potatoes,t,81094.92,The production of Sweet potatoes in Mexico is 81094.92 t per year
Mexico,Tallow,t,170400.0,The production of Tallow in Mexico is 170400.0 t per year
Mexico,"Tangerines, mandarins, clementines",t,515083.98,"The production of Tangerines, mandarins, clementines in Mexico is 515083.98 t per year"
Mexico,Tomatoes,t,4207889.22,The production of Tomatoes in Mexico is 4207889.22 t per year
Mexico,Triticale,t,31381.5,The production of Triticale in Mexico is 31381.5 t per year
Mexico,Unmanufactured tobacco,t,16511.35,The production of Unmanufactured tobacco in Mexico is 16511.35 t per year
Mexico,"Vanilla, raw",t,710.27,"The production of Vanilla, raw in Mexico is 710.27 t per year"
Mexico,Vetches,t,110607.68,The production of Vetches in Mexico is 110607.68 t per year
Mexico,"Walnuts, in shell",t,176892.92,"The production of Walnuts, in shell in Mexico is 176892.92 t per year"
Mexico,Watermelons,t,1147497.62,The production of Watermelons in Mexico is 1147497.62 t per year
Mexico,Wheat,t,3578244.4,The production of Wheat in Mexico is 3578244.4 t per year
Mexico,Whole milk powder,t,157685.6,The production of Whole milk powder in Mexico is 157685.6 t per year
Mexico,"Whole milk, condensed",t,64877.8,"The production of Whole milk, condensed in Mexico is 64877.8 t per year"
Mexico,"Whole milk, evaporated",t,145482.05,"The production of Whole milk, evaporated in Mexico is 145482.05 t per year"
Mexico,Wine,t,43268.0,The production of Wine in Mexico is 43268.0 t per year
Mexico,Yautia,t,47526.84,The production of Yautia in Mexico is 47526.84 t per year
Mexico,"Beef and Buffalo Meat, primary",t,2175576.61,"The production of Beef and Buffalo Meat, primary in Mexico is 2175576.61 t per year"
Mexico,Butter and Ghee,t,24541.0,The production of Butter and Ghee in Mexico is 24541.0 t per year
Mexico,"Cereals, primary",t,36317244.15,"The production of Cereals, primary in Mexico is 36317244.15 t per year"
Mexico,Cheese (All Kinds),t,181558.0,The production of Cheese (All Kinds) in Mexico is 181558.0 t per year
Mexico,"Citrus Fruit, Total",t,9317400.52,"The production of Citrus Fruit, Total in Mexico is 9317400.52 t per year"
Mexico,Eggs Primary,t,3101899.31,The production of Eggs Primary in Mexico is 3101899.31 t per year
Mexico,Evaporated & Condensed Milk,t,210360.0,The production of Evaporated & Condensed Milk in Mexico is 210360.0 t per year
Mexico,"Fibre Crops, Fibre Equivalent",t,321960.33,"The production of Fibre Crops, Fibre Equivalent in Mexico is 321960.33 t per year"
Mexico,Fruit Primary,t,24735285.96,The production of Fruit Primary in Mexico is 24735285.96 t per year
Mexico,"Meat, Poultry",t,3799951.61,"The production of Meat, Poultry in Mexico is 3799951.61 t per year"
Mexico,"Meat, Total",t,7891058.6,"The production of Meat, Total in Mexico is 7891058.6 t per year"
Mexico,"Milk, Total",t,13728428.45,"The production of Milk, Total in Mexico is 13728428.45 t per year"
Mexico,"Oilcrops, Cake Equivalent",t,730959.0,"The production of Oilcrops, Cake Equivalent in Mexico is 730959.0 t per year"
Mexico,"Oilcrops, Oil Equivalent",t,724075.01,"The production of Oilcrops, Oil Equivalent in Mexico is 724075.01 t per year"
Mexico,"Pulses, Total",t,1357867.63,"The production of Pulses, Total in Mexico is 1357867.63 t per year"
Mexico,"Roots and Tubers, Total",t,2262313.76,"The production of Roots and Tubers, Total in Mexico is 2262313.76 t per year"
Mexico,Sheep and Goat Meat,t,108074.36,The production of Sheep and Goat Meat in Mexico is 108074.36 t per year
Mexico,"Skim Milk & Buttermilk, Dry",t,10528.0,"The production of Skim Milk & Buttermilk, Dry in Mexico is 10528.0 t per year"
Mexico,Sugar Crops Primary,t,55280336.29,The production of Sugar Crops Primary in Mexico is 55280336.29 t per year
Mexico,"Treenuts, Total",t,304747.79,"The production of Treenuts, Total in Mexico is 304747.79 t per year"
Mexico,Vegetables Primary,t,15579745.25,The production of Vegetables Primary in Mexico is 15579745.25 t per year
Micronesia (Federated States of),Avocados,t,0.0,The production of Avocados in Micronesia (Federated States of) is 0.0 t per year
Micronesia (Federated States of),Bananas,t,2039.53,The production of Bananas in Micronesia (Federated States of) is 2039.53 t per year
Micronesia (Federated States of),"Cassava, fresh",t,9036.85,"The production of Cassava, fresh in Micronesia (Federated States of) is 9036.85 t per year"
Micronesia (Federated States of),"Cattle fat, unrendered",t,9.87,"The production of Cattle fat, unrendered in Micronesia (Federated States of) is 9.87 t per year"
Micronesia (Federated States of),Cocoa beans,t,31.37,The production of Cocoa beans in Micronesia (Federated States of) is 31.37 t per year
Micronesia (Federated States of),Coconut oil,t,4000.0,The production of Coconut oil in Micronesia (Federated States of) is 4000.0 t per year
Micronesia (Federated States of),"Coconuts, in shell",t,96374.01,"The production of Coconuts, in shell in Micronesia (Federated States of) is 96374.01 t per year"
Micronesia (Federated States of),"Edible offal of cattle, fresh, chilled or frozen",t,39.96,"The production of Edible offal of cattle, fresh, chilled or frozen in Micronesia (Federated States of) is 39.96 t per year"
Micronesia (Federated States of),"Edible offal of goat, fresh, chilled or frozen",t,2.6,"The production of Edible offal of goat, fresh, chilled or frozen in Micronesia (Federated States of) is 2.6 t per year"
Micronesia (Federated States of),"Edible offal of pigs, fresh, chilled or frozen",t,77.15,"The production of Edible offal of pigs, fresh, chilled or frozen in Micronesia (Federated States of) is 77.15 t per year"
